idn,Haupttitel,Verlagsname,Erscheinungsort,author.name,author.vorname,sprache.text,sprache.original,lat,long
992326133,Greatness in music,Oxford Univ. Pr.,"New York, NY",Einstein,Alfred,eng,ger,25.214103950000002,55.15085102248102
992326133,Greatness in music,Oxford Univ. Pr.,London,Einstein,Alfred,eng,ger,51.5073219,-0.1276474
992326133,Greatness in music,Oxford Univ. Pr.,Toronto,Einstein,Alfred,eng,ger,43.6534817,-79.3839347
992337321,"M. Hitler, dictateur",L' @Églantine,Paris,NA,NA,fre,NA,48.8588897,2.3200410217200766
992337569,Don Quichote van München,Nederlandsche Keurboekerij,Amsterdam,NA,NA,dut,NA,52.3727598,4.8936041
992337909,Die @Frau in der österreichischen Kultur,Free Austrian Movement,London,NA,NA,ger,NA,51.5073219,-0.1276474
992338565,Georges Braque,Éditions des Chroniques du Jour,Paris,Einstein,Carl,fre,NA,48.8588897,2.3200410217200766
992338565,Georges Braque,Éditions des Chroniques du Jour,London,Einstein,Carl,fre,NA,51.5073219,-0.1276474
992338565,Georges Braque,Éditions des Chroniques du Jour,New York,Einstein,Carl,fre,NA,40.7127281,-74.0060152
992338565,Georges Braque,Zwemmer,Paris,Einstein,Carl,fre,NA,48.8588897,2.3200410217200766
992338565,Georges Braque,Zwemmer,London,Einstein,Carl,fre,NA,51.5073219,-0.1276474
992338565,Georges Braque,Zwemmer,New York,Einstein,Carl,fre,NA,40.7127281,-74.0060152
992338565,Georges Braque,Weyhe,Paris,Einstein,Carl,fre,NA,48.8588897,2.3200410217200766
992338565,Georges Braque,Weyhe,London,Einstein,Carl,fre,NA,51.5073219,-0.1276474
992338565,Georges Braque,Weyhe,New York,Einstein,Carl,fre,NA,40.7127281,-74.0060152
992338980,Hieronymus Bosch,Boucher,Den @Haag,Friedländer,Max J.,ger,NA,52.0799838,4.3113461
992339103,Melodien in Dur und Moll,Posen,Zürich,Einstein,Siegfried,ger,NA,47.3744489,8.5410422
992339685,Die @unsichtbare Kette,Verl. Atid,Berlin,Freeden,Herbert,ger,NA,52.5170365,13.3888599
992339863,Hanussen,Sebastian-Brant-Verl.,Strasbourg,Frei,Bruno,ger,NA,48.584614,7.7507127
992340004,Von den Grenzen der Kunstwissenschaft,[Stols],[Den @Haag],Friedländer,Max J.,ger,NA,52.0799838,4.3113461
992340063,A @century of Jewish life,Jewish Publication Society of America,Philadelphia,Elbogen,Ismar,eng,NA,39.9527237,-75.1635262
992340071,"Hitler über Deutschland, und wie es kam ...",Haken,Prag,Frei,Bruno,ger,NA,50.0874654,14.4212535
992340101,A @century of Jewish life,Jewish Publication Society of America,Philadelphia,Elbogen,Ismar,eng,NA,39.9527237,-75.1635262
992340217,Was geht in Deutschland vor?,Ed. Universelles,Paris,Frei,Bruno,ger,NA,48.8588897,2.3200410217200766
992340829,On art and connoisseurship,Cassirer,London,Friedländer,Max J.,eng,NA,51.5073219,-0.1276474
992341256,Återuppfostran och ockupation,Almqvist & Wiksell,Uppsala,Friedlaender,Otto,NA,NA,59.8586126,17.6387436
992341388,Helden des Geistes,Europa-Verl.,Zürich,Friedlaender,Otto,ger,NA,47.3744489,8.5410422
992341396,Das @freie und das unfreie deutsche Buch,[Dt. Freiheitsbibliothek],[Paris],NA,NA,ger,NA,48.8588897,2.3200410217200766
992341485,"Individ, klass och nation",Bonnier,Stockholm,Friedlaender,Otto,swe,NA,59.3251172,18.0710935
99234154X,Makt och magi,Bokförlaget Natur och Kultur,Stockholm,Friedlaender,Otto,swe,NA,59.3251172,18.0710935
992341752,Terrorn och den totalitära staten,Almqvist & Wiksell,Uppsala,Friedlaender,Otto,NA,NA,59.8586126,17.6387436
992341809,Tyskland efter Hitler,Bonnier,Stockholm,Friedlaender,Otto,swe,NA,59.3251172,18.0710935
992341914,Weise von Zion,Prager,Bratislava [Preßburg],Friedlaender,Otto,ger,NA,48.1516988,17.1093063
992342058,Freie Wissenschaft,Sebastian-Brant-Verl.,Strasbourg [Straßburg],NA,NA,ger,NA,48.584614,7.7507127
992342104,Der @Zaun ums Wissen,Neue Erziehung,Aussig,Friedlaender,Otto,ger,NA,50.6603327,14.0381357
992342244,Der @lachende Hiob und andere Grotesken,Ed. du Phénix,Paris,Friedlaender,Salomo,ger,NA,48.8588897,2.3200410217200766
992342465,Housing before the war and after,King and Staples,[London],Elsas,Moritz J.,eng,NA,51.5073219,-0.1276474
992342988,Freier Deutscher Kulturbund in Schweden,Freier Dt. Kulturbund in Schweden,Stockholm,NA,NA,NA,NA,59.3251172,18.0710935
992343666,Statut,Freier Dt. Kulturbund in Schweden,Stockholm,NA,NA,ger,NA,59.3251172,18.0710935
99234378X,Satzungen der Vereinigung Freies Deutschland,Editorial Asies,Santiago [de Chile],NA,NA,ger,NA,-33.4377756,-70.6504502
992344255,Der @Freiheit entgegen!,Winterberg,London,NA,NA,ger,NA,51.5073219,-0.1276474
992344735,Ivalu,Büchergilde Gutenberg,Zürich,Freuchen,Peter,ger,NA,47.3744489,8.5410422
992356903,Das @Leben geht weiter,Büchergilde Gutenberg,Zürich,Freuchen,Peter,ger,NA,47.3744489,8.5410422
99235692X,Einführung in die Psychoanalyse für Pädagogen,Huber,Bern,Freud,Anna,ger,NA,46.9482713,7.4514512
992356962,Das @Ich und die Abwehrmechanismen,Internationaler Psychoanalyt. Verl.,Wien,Freud,Anna,ger,NA,48.2083537,16.3725042
992356989,Das @Ich und die Abwehrmechanismen,Imago Publishing Co.,London,Freud,Anna,ger,NA,51.5073219,-0.1276474
992357039,The @ego and the mechanisms of defence,Hogarth Pr.,London,Freud,Anna,eng,NA,51.5073219,-0.1276474
992357039,The @ego and the mechanisms of defence,Hogarth Pr.,London,Freud,Anna,eng,NA,51.5073219,-0.1276474
992357039,The @ego and the mechanisms of defence,Institute of Psychoanalysis,London,Freud,Anna,eng,NA,51.5073219,-0.1276474
992357039,The @ego and the mechanisms of defence,Institute of Psychoanalysis,London,Freud,Anna,eng,NA,51.5073219,-0.1276474
992357063,Infants without families,Internat. Univ. Pr.,"New York, NY",Freud,Anna,eng,NA,25.214103950000002,55.15085102248102
992357128,The @psycho-analytical treatment of children,Imago Publishing Co.,London,Freud,Anna,eng,NA,51.5073219,-0.1276474
992357195,War and children,Medical War Books,[New York],Freud,Anna,eng,NA,40.7127281,-74.0060152
992357217,Broadcasting for democracy,Allen & Unwin,London,Friedman,Otto,eng,NA,51.5073219,-0.1276474
992357268,Parole d'honneur,Gollancz,London,Freud,Martin,eng,NA,51.5073219,-0.1276474
992357292,The @crisis of the national state,Macmillan,London,Friedmann,Wolfgang Gaston,eng,NA,51.5073219,-0.1276474
992357357,World revolution and the future of the West,Watts,London,Friedmann,Wolfgang Gaston,eng,NA,51.5073219,-0.1276474
992357373,An @outline of psychoanalysis,Norton,New York,Freud,Sigmund,eng,NA,40.7127281,-74.0060152
992357462,The @basic writings,Modern Library,New York,Freud,Sigmund,eng,NA,40.7127281,-74.0060152
992357500,Sei herzlich!,[Selbstverl.],Paris,Friedrich,Ernst,ger,NA,48.8588897,2.3200410217200766
992357500,Sei herzlich!,[Selbstverl.],Paris,Friedrich,Ernst,eng,NA,48.8588897,2.3200410217200766
992357500,Sei herzlich!,[Selbstverl.],Paris,Friedrich,Ernst,fre,NA,48.8588897,2.3200410217200766
992357632,Vom Friedens-Museum ... ... zur Hitler-Kaserne,Internat. Anti-Kriegs-Museums,Genf,Friedrich,Ernst,ger,NA,46.2017559,6.1466014
992357632,Vom Friedens-Museum ... ... zur Hitler-Kaserne,Internat. Anti-Kriegs-Museums,St. Gallen,Friedrich,Ernst,ger,NA,47.4250593,9.3765878
992357632,Vom Friedens-Museum ... ... zur Hitler-Kaserne,Schwarz,Genf,Friedrich,Ernst,ger,NA,46.2017559,6.1466014
992357632,Vom Friedens-Museum ... ... zur Hitler-Kaserne,Schwarz,St. Gallen,Friedrich,Ernst,ger,NA,47.4250593,9.3765878
992357756,"Inhibitions, symptoms and anxiety",Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992357756,"Inhibitions, symptoms and anxiety",Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992357756,"Inhibitions, symptoms and anxiety",Institute of Psycho-analysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992357756,"Inhibitions, symptoms and anxiety",Institute of Psycho-analysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992357764,Een @pacifist in Hitler-Duitschland,Vrede,Gent,Friedrich,Ernst,dut,NA,51.0538286,3.7250121
992357853,Aus dem Gerichtssaal,Ed. Prométhée,Strasbourg,Geminder,Friedrich,ger,NA,48.584614,7.7507127
992357969,Dussja Winogradowa,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,Geminder,Friedrich,ger,NA,55.7504461,37.6174943
992358078,Der @Mann Moses und die monotheistische Religion,Allert de @Lange,Amsterdam,Freud,Sigmund,ger,NA,52.3727598,4.8936041
992358094,Friends Committee for Refugees & [and] Aliens,Friends Committee for Refugees & Aliens,London,NA,NA,NA,NA,51.5073219,-0.1276474
992358205,Gedalje,"Omanut, Verein zur Förderung Jüdischer Kunst in d. Schweiz",Zürich,Frisch,Efraim,ger,NA,47.3744489,8.5410422
992358280,Meet the atoms,Sigma Books,London,Frisch,Otto Robert,eng,NA,51.5073219,-0.1276474
992358388,Beaumarchais,Bibliothek Zeitgenössischer Werke,Zürich,Frischauer,Paul,ger,NA,47.3744489,8.5410422
992358485,Beaumarchais,Viking Pr.,New York,Frischauer,Paul,eng,NA,40.7127281,-74.0060152
992358566,Beaumarchais,Nicholson and Watson,London,Frischauer,Paul,eng,NA,51.5073219,-0.1276474
992358582,Moses and monotheism,Hogarth Pr.,[London],Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358582,Moses and monotheism,Hogarth Pr.,[London],Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358582,Moses and monotheism,Institute of Psycho-analysis,[London],Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358582,Moses and monotheism,Institute of Psycho-analysis,[London],Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358663,Moses and monotheism,Knopf,New York,Freud,Sigmund,eng,NA,40.7127281,-74.0060152
992358833,A @general selection from the works of Sigmund Freud,Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358833,A @general selection from the works of Sigmund Freud,Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358833,A @general selection from the works of Sigmund Freud,Institute of Psycho-analysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358833,A @general selection from the works of Sigmund Freud,Institute of Psycho-analysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992358884,England's years of danger,Cassell,London,Frischauer,Paul,eng,NA,51.5073219,-0.1276474
992358884,England's years of danger,Cassell,Toronto,Frischauer,Paul,eng,NA,43.6534817,-79.3839347
992358884,England's years of danger,Cassell,Melbourne,Frischauer,Paul,eng,NA,-37.8142176,144.9631608
992358884,England's years of danger,Cassell,Sydney,Frischauer,Paul,eng,NA,-33.8698439,151.2082848
992359031,Mozes en het monotheisme,Breughel,Amsterdam,Freud,Sigmund,dut,NA,52.3727598,4.8936041
992359287,Métapsychologie,Gallimard,Paris,Freud,Sigmund,fre,NA,48.8588897,2.3200410217200766
992360072,Nytt i psykoanalysen,Gyldendal,Oslo,Freud,Sigmund,nor,NA,59.9133301,10.7389701
992360129,Os @anos perigosos da Inglaterre,Editora A Noite,Rio de Janeiro,Frischauer,Paul,por,NA,-22.9110137,-43.2093727
992360161,Schriften aus dem Nachlaß,Imago Publishing Co.,London,Freud,Sigmund,ger,NA,51.5073219,-0.1276474
992360323,Garibaldi,Bibliothek  Zeitgenössischer Werke,Zürich,Frischauer,Paul,ger,NA,47.3744489,8.5410422
992360331,Totem and taboo,Penguin Books,Harmondsworth,Freud,Sigmund,eng,NA,51.4889317,-0.4755435
992360382,Garibaldi,Nicholson and Watson,London,Frischauer,Paul,eng,NA,51.5073219,-0.1276474
992360463,Sigmund Freuds udødelige Tanker,Martin,København [Kopenhagen],Freud,Sigmund,dan,NA,55.6867243,12.5700724
992360471,Garibaldi,Kendall & Sharp,New York,Frischauer,Paul,eng,NA,40.7127281,-74.0060152
992360536,Garibaldi,Grasset,Paris,Frischauer,Paul,fre,NA,48.8588897,2.3200410217200766
992360560,Civilization and its discontents,Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360560,Civilization and its discontents,Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360560,Civilization and its discontents,Institute of Psychoanalysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360560,Civilization and its discontents,Institute of Psychoanalysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360595,Garibaldi,Vecchi,Rio de Janeiro,Frischauer,Paul,por,NA,-22.9110137,-43.2093727
992360730,Garibaldi,Editorial Claridad,Buenos Aires,Frischauer,Paul,spa,eng,-34.6075682,-58.4370894
992360773,Introductory lectures on psycho-analysis,Allen & Unwin,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360773,Introductory lectures on psycho-analysis,Allen & Unwin,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360773,Introductory lectures on psycho-analysis,International Psycho-analytical Institute,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992360773,Introductory lectures on psycho-analysis,International Psycho-analytical Institute,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992361036,The @future of an illusion,Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992361036,The @future of an illusion,Hogarth Pr.,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992361036,The @future of an illusion,Institute of Psycho-analysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992361036,The @future of an illusion,Institute of Psycho-analysis,London,Freud,Sigmund,eng,NA,51.5073219,-0.1276474
992361044,A @great lord,Cassell,London,Frischauer,Paul,eng,NA,51.5073219,-0.1276474
992361044,A @great lord,Cassell,Toronto,Frischauer,Paul,eng,NA,43.6534817,-79.3839347
992361044,A @great lord,Cassell,Melbourne,Frischauer,Paul,eng,NA,-37.8142176,144.9631608
992361044,A @great lord,Cassell,Sydney,Frischauer,Paul,eng,NA,-33.8698439,151.2082848
992361184,La @photographie en France au dix-neuvième siècle,Maison des Amis des Livres,Paris,Freund,Gisèle,fre,NA,48.8588897,2.3200410217200766
992361206,A @neve russa,Editora Moderna,Rio [de Janeiro],Frischauer,Paul,por,NA,-22.9110137,-43.2093727
992361281,Heimbeschäftigung,Verl. Jugend Voran,London,Frischauer,Paul,ger,NA,51.5073219,-0.1276474
992361494,Beiträge zu einer konstruktiven Psychologie,Freund,Jerusalem,Freund,Hugo,ger,NA,31.79592425,35.21198075969497
992361621,Palestine before the world's forum,Mass,Jerusalem,Freund,Ismar,eng,NA,31.79592425,35.21198075969497
992361745,The @threat to European culture,Sheed & Ward,London,Freund,Ludwig,eng,NA,51.5073219,-0.1276474
992361745,The @threat to European culture,Sheed & Ward,New York,Freund,Ludwig,eng,NA,40.7127281,-74.0060152
992361869,"Schacht, Funk och Tredje riket",Kooperativa Förbundets Bokförlag,Stockholm,Freund,Rudolf,swe,NA,59.3251172,18.0710935
992362067,Rundschreiben für unsere Mitglieder und Freunde zum 5. [fünften] Jahrestag der Annexion Österreichs,Freund,Jerusalem,NA,NA,ger,NA,31.79592425,35.21198075969497
992362288,Ausgewählte Gedichte,Freund,Jerusalem,Freund-Joachimsthal,Ruth,ger,NA,31.79592425,35.21198075969497
992364558,Getulio Vargas,Americ-Edit,Rio de Janeiro,Frischauer,Paul,fre,NA,-22.9110137,-43.2093727
992370094,Birl,Cape,London,Frey,Alexander M.,eng,NA,51.5073219,-0.1276474
992370434,Hotel Aquarium,Steinberg-Verl.,Zürich,Frey,Alexander M.,ger,NA,47.3744489,8.5410422
992370515,Der @Mensch,Querido,Amsterdam,Frey,Alexander M.,ger,NA,52.3727598,4.8936041
992370531,Presidente Vargas,[Loureiro],Buenos Aires,Frischauer,Paul,spa,NA,-34.6075682,-58.4370894
992370639,Prinz Eugen,Zsolnay,Berlin,Frischauer,Paul,ger,NA,52.5170365,13.3888599
992370639,Prinz Eugen,Zsolnay,Wien,Frischauer,Paul,ger,NA,48.2083537,16.3725042
992370639,Prinz Eugen,Zsolnay,Leipzig,Frischauer,Paul,ger,NA,51.3406321,12.3747329
992370779,Prince Eugene,Morrow,New York,Frischauer,Paul,eng,NA,40.7127281,-74.0060152
992370876,Le @Prince Eugène,Attinger,Paris,Frischauer,Paul,fre,NA,48.8588897,2.3200410217200766
992370876,Le @Prince Eugène,Attinger,Neuchâtel,Frischauer,Paul,fre,NA,46.9895828,6.9292641
992371082,Prins Eugen,Bonnier,Stockholm,Frischauer,Paul,swe,NA,59.3251172,18.0710935
99237121X,Twilight in Vienna,Houghton Mifflin,Boston,Frischauer,Willi,eng,NA,42.3554334,-71.060511
992371546,El @disparo en el cine,Libreria Rumbos,Santiago de Chile,Frey,Erich,spa,NA,-33.4377756,-70.6504502
992371732,Heinrich Heine,Éditions du Phénix,Paris,Frey,Felix,ger,NA,48.8588897,2.3200410217200766
992371988,Deutschland wohin?,Europa-Verl.,Zürich,Pahl,Walther,ger,NA,47.3744489,8.5410422
992372135,Deutschland,Austrian PEN,London,Fried,Erich,ger,NA,51.5073219,-0.1276474
992372305,Oesterreich,Atrium-Verl.,Zürich,Fried,Erich,ger,NA,47.3744489,8.5410422
992372410,They fight in the dark,Young Austria,London,Fried,Erich,ger,NA,51.5073219,-0.1276474
992372798,The @guilt of the German army,Macmillan,"New York, NY",Fried,John H. E.,eng,NA,25.214103950000002,55.15085102248102
992372860,The @guilt of the German army,Macmillan,New York,Fried,John H. E.,eng,NA,40.7127281,-74.0060152
992373344,Germany: Jekyll and Hyde,Secker and Warburg,London,Haffner,Sebastian,eng,NA,51.5073219,-0.1276474
992373867,The @Socialist Unity Party of Germany,New Germany Publications,London,Hager,Kurt,eng,NA,51.5073219,-0.1276474
992373999,Haggādā,Schocken,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
992373999,Haggādā,Schocken,Berlin,NA,NA,heb,NA,52.5170365,13.3888599
992374200,Grenzenloser Optimismus,A. @Hahn,Prag,Hahn,Arnold,ger,NA,50.0874654,14.4212535
992374278,Das @Volk Messias,A. @Hahn,Prag,Hahn,Arnold,ger,NA,50.0874654,14.4212535
992374324,Das @Volk Messias,Gollancz,London,Hahn,Arnold,ger,NA,51.5073219,-0.1276474
99237443X,Vor den Augen der Welt!,Čechoslovak. Liga gegen d. Antisemitismus,Prag,Hahn,Arnold,ger,NA,50.0874654,14.4212535
992374618,Nacht over Duitschland,Nieuwe Maatschappij,Amsterdam,Hahn,R.,dut,NA,52.3727598,4.8936041
992374731,Hakenkreuz gegen Christuskreuz,Centre de Documentation,Strasbourg [Straßburg],NA,NA,ger,NA,48.584614,7.7507127
992374820,Kraft durch  - Feuer,Verl. Die Gestaltung,Zürich,Frank,Rudolf,ger,NA,47.3744489,8.5410422
992374820,Kraft durch  - Feuer,Verl. Die Gestaltung,"New York, NY",Frank,Rudolf,ger,NA,25.214103950000002,55.15085102248102
992374995,Frauen des Ostens,Europa-Verl.,Zürich,Halle,Fannina W.,ger,NA,47.3744489,8.5410422
992375061,Twilight in Vienna,Collins,London,Frischauer,Willi,eng,NA,51.5073219,-0.1276474
992375363,Fritzchens wundersame Schnappschüsse,Verl. der Tribüne,Ägypten],NA,NA,ger,NA,52.3632337,7.6332865
992375495,Ein @Mann sucht seine Heimat,Europa-Verl.,Zürich,Haller,Martin,ger,NA,47.3744489,8.5410422
992375657,Vorkriegsimperialismus,Ed. Météore,Paris,Hallgarten,George W. F.,ger,NA,48.8588897,2.3200410217200766
992375657,Vorkriegsimperialismus,Ed. Météore,Paris,Hallgarten,George W. F.,ger,NA,48.8588897,2.3200410217200766
992375657,Vorkriegsimperialismus,Ed. du Carrefour,Paris,Hallgarten,George W. F.,ger,NA,48.8588897,2.3200410217200766
992375657,Vorkriegsimperialismus,Ed. du Carrefour,Paris,Hallgarten,George W. F.,ger,NA,48.8588897,2.3200410217200766
992375746,Heinz Behrendt,Imprenta Universitaria,Santiago de Chile,Frölich,Paul,ger,NA,-33.4377756,-70.6504502
992375819,Post haste: the story of the post office in peace and war,Drummond,London,Halstead,Ivor,eng,NA,51.5073219,-0.1276474
992375851,Rosa Luxemburg,Éditions Nouvelles Internationales,Paris,Frölich,Paul,ger,NA,48.8588897,2.3200410217200766
992375916,Ten years to Alamein,Drummond,London,Halton,Matthew,eng,NA,51.5073219,-0.1276474
992375983,Rainer Maria Rilke,Bonnier,Stockholm,Hamburger,Käte,swe,NA,59.3251172,18.0710935
99237605X,Schiller,Bokförlaget Natur och Kultur,Stockholm,Hamburger,Käte,swe,NA,59.3251172,18.0710935
992376319,Tolstoj,Bokförlag Natur och Kultur,Stockholm,Hamburger,Käte,swe,NA,59.3251172,18.0710935
99237670X,Die @gelbe Mauer,Bermann-Fischer,Wien,Hammerstein,Hans,ger,NA,48.2083537,16.3725042
99237670X,Die @gelbe Mauer,Bermann-Fischer,[Leipzig],Hammerstein,Hans,ger,NA,51.3406321,12.3747329
99237670X,Die @gelbe Mauer,[C. Fr. @Fleischer],Wien,Hammerstein,Hans,ger,NA,48.2083537,16.3725042
99237670X,Die @gelbe Mauer,[C. Fr. @Fleischer],[Leipzig],Hammerstein,Hans,ger,NA,51.3406321,12.3747329
992380197,Wald,Bermann-Fischer,Wien,Hammerstein,Hans,ger,NA,48.2083537,16.3725042
992380227,Wiedergeburt der Menschlichkeit,Bermann-Fischer,Wien,Hammerstein,Hans,ger,NA,48.2083537,16.3725042
992380278,The @handbook art and artists in Palestine,Yavneh,Tel-Aviv,NA,NA,eng,NA,32.0852997,34.7818064
992380278,The @handbook art and artists in Palestine,Yavneh,Tel-Aviv,NA,NA,heb,NA,32.0852997,34.7818064
992380286,Rosa Luxemburg,Gollancz,London,Frölich,Paul,eng,NA,51.5073219,-0.1276474
992380332,Rôzā Lûksembûrg,haš-Sômēr ha.s-.Saî̉r,Tel-Aviv,Frölich,Paul,heb,NA,32.0852997,34.7818064
992380340,Was kommt nach Hitler?,[Sozialist. Arbeiterpertei Deutschlands],[Paris],Frölich,Paul,ger,NA,48.8588897,2.3200410217200766
992380383,Die @weltpolitische Lage,[Sozialist. Arbeiterpartei Deutschlands],[Paris],Frölich,Paul,ger,NA,48.8588897,2.3200410217200766
992380391,Hans Beimler,Weltkomitee gegen Krieg u. Faschismus,Paris,NA,NA,ger,NA,48.8588897,2.3200410217200766
992380421,Hans Beimler,Internat. Antifaschist. Klub,Barcelona,NA,NA,ger,NA,41.3828939,2.1774322
992380537,Blood and banquets,Harper,New York,Fromm,Bella,eng,NA,40.7127281,-74.0060152
992380537,Blood and banquets,Harper,London,Fromm,Bella,eng,NA,51.5073219,-0.1276474
992380537,Blood and banquets,Harper,New York,Fromm,Bella,eng,NA,40.7127281,-74.0060152
992380537,Blood and banquets,Cooperation Publ. Company,New York,Fromm,Bella,eng,NA,40.7127281,-74.0060152
992380537,Blood and banquets,Cooperation Publ. Company,London,Fromm,Bella,eng,NA,51.5073219,-0.1276474
992380537,Blood and banquets,Cooperation Publ. Company,New York,Fromm,Bella,eng,NA,40.7127281,-74.0060152
99238060X,"""Sein Kampf""",Selbstverl.,Wien,Harand,Irene,ger,NA,48.2083537,16.3725042
992380634,Blood and banquets,Harper,New York,Fromm,Bella,eng,NA,40.7127281,-74.0060152
992380634,Blood and banquets,Cooperation Publ. Company,New York,Fromm,Bella,eng,NA,40.7127281,-74.0060152
992380758,Blood and banquets,Bles,London,Fromm,Bella,eng,NA,51.5073219,-0.1276474
992380847,Escape from freedom,Farrar & Rinehart,New York,Fromm,Erich,eng,NA,40.7127281,-74.0060152
992380847,Escape from freedom,Farrar & Rinehart,Toronto,Fromm,Erich,eng,NA,43.6534817,-79.3839347
992380901,Andenken,Brundel,Amsterdam,Haringer,Jakob,ger,NA,52.3727598,4.8936041
992381061,The @fear of freedom,"Paul, Trench Trubner & Co.",London,Fromm,Erich,eng,NA,51.5073219,-0.1276474
99238110X,Psychologie und Psychiatrie der Conversion,Sijthoff,Leiden,Harms,Ernst,ger,NA,52.1594747,4.4908843
992381142,Man of himself,Routledge & Paul,London,Fromm,Erich,eng,NA,51.5073219,-0.1276474
992381150,Man for himself,Routledge & Paul,London,Fromm,Erich,eng,NA,51.5073219,-0.1276474
992381363,Krise in Palästina?,Hechaluz-Verl.,Berlin,Frumkin,H.,ger,NA,52.5170365,13.3888599
99238172X,Frustration and aggression,"Paul, Trench, Trubner & Co.",London,NA,NA,eng,NA,51.5073219,-0.1276474
99238205X,Hitler's generals,Cresset Press,London,Hart,W. E.,eng,NA,51.5073219,-0.1276474
992382106,Landmarks of modern strategy,Methuen,London,Hart,W. E.,eng,NA,51.5073219,-0.1276474
99238219X,Heimwärts,Kruseman,Wien,Harthern,Ernst,ger,NA,48.2083537,16.3725042
99238219X,Heimwärts,Leo,Wien,Harthern,Ernst,ger,NA,48.2083537,16.3725042
992383102,En @jøde rejser til Palaestina,Gyldendal,København,Harthern,Ernst,dan,NA,55.6867243,12.5700724
992383153,Going home,Bobbs-Merrill,Indianapolis,Harthern,Ernst,eng,NA,39.7683331,-86.1583502
992383153,Going home,Bobbs-Merrill,New York,Harthern,Ernst,eng,NA,40.7127281,-74.0060152
992383250,Going home,Jarrolds,London,Harthern,Ernst,eng,NA,51.5073219,-0.1276474
992383358,Hemåt,Hökerberg,[Stockholm],Harthern,Ernst,swe,NA,59.3251172,18.0710935
992383455,Landet som fortaerer sine Mennesker,Forlaget Fremad,København,Harthern,Ernst,dan,NA,55.6867243,12.5700724
99238351X,Ein @Sohn aus gutem Haus,Free Austrian Books,London,Fuchs,Albert,ger,NA,51.5073219,-0.1276474
992383544,Über österreichische Kultur,Austrian Centre,London,Fuchs,Albert,ger,NA,51.5073219,-0.1276474
992383552,Home at last,Bobbs-Merrill,Indianapolis,Harthern,Ernst,eng,NA,39.7683331,-86.1583502
992383552,Home at last,Bobbs-Merrill,New York,Harthern,Ernst,eng,NA,40.7127281,-74.0060152
99238365X,Chimären,[s.n.] @,[S.l.] @,Fuchs,Hanna,ger,NA,35.575253849999996,-78.74237343499374
992383730,Das @Wunder von Ulm,Ed. du Phénix,Paris,Spira,Mela,ger,NA,48.8588897,2.3200410217200766
992384184,A @pact with Hitler,Gollancz,London,Fuchs,Martin,eng,NA,51.5073219,-0.1276474
992384230,Silesian story,Free German League of Culture in Great Britain,London,Hausdorff,Rita,eng,NA,51.5073219,-0.1276474
99238446X,Eine @Geschichte vom verlorenen Sohn,Berglidruckerei,Arbon,Hauser,Carl Maria,ger,NA,43.0007,0.747026
992385164,Battle against time,Scribner,New York,Hauser,Heinrich,eng,NA,40.7127281,-74.0060152
992385423,Un @pacte avec Hitler,Plon,Paris,Fuchs,Martin,fre,NA,48.8588897,2.3200410217200766
992385571,Last port of call,Barker,London,Hauser,Heinrich,eng,NA,51.5073219,-0.1276474
992385628,Gedichte aus Reigate,Barnard & Westwood,London,Fuchs,Rudolf,ger,NA,51.5073219,-0.1276474
992385652,Europa nach dem Krieg,Gaiser & Haldimann,Basel,Emrich,Ludwig Friedrich,ger,NA,47.5581077,7.5878261
992385695,Time was,Reynal & Hitchcock,New York,Hauser,Heinrich,eng,NA,40.7127281,-74.0060152
992385741,Ein @wissender Soldat,Verl. der Einheit,London,Fuchs,Rudolf,ger,NA,51.5073219,-0.1276474
992385911,The @citizen and government,Nicholson & Watson,London,Hawgood,John A.,eng,NA,51.5073219,-0.1276474
